整租·水利局小区 2室1厅 南/北,水利局小区,5000元/月,https://bj.zu.ke.com/zufang/BJ2404102263473192960.html
独栋·湾流国际青年社区 Harbour空港社区 英伦工业风 1室1厅,Harbour空港社区,3400元/月,https://bj.zu.ke.com/apartment/7169.html
整租·石门营新区六区 1室1厅 南,石门营新区六区,1400元/月,https://bj.zu.ke.com/zufang/BJ2404150460589285376.html
独栋·ZOME己美·严选 北京西北旺地铁站店 精致套房 开间,北京西北旺地铁站,2500-3000元/月,https://bj.zu.ke.com/apartment/22341.html
整租·石门营新区五区 1室1厅 南,石门营新区五区,2600元/月,https://bj.zu.ke.com/zufang/BJ2403419232198205440.html
独栋·柚米国际社区 北京国展店 一居室_简约房B 1室1厅,北京国展,2515-2932元/月,https://bj.zu.ke.com/apartment/22544.html
整租·世纪金色嘉园 1室0厅 西,世纪金色嘉园,3600元/月,https://bj.zu.ke.com/zufang/BJ2403428455606919168.html
整租·枫丹2号 1房间 西,枫丹2号,3300元/月,https://bj.zu.ke.com/zufang/BJ2404323711265013760.html
整租·众美MIMO公馆 1房间 南,众美MIMO公馆,1900元/月,https://bj.zu.ke.com/zufang/BJ2403489611193532416.html
整租·炫特嘉园二期 1室0厅 北,炫特嘉园二期,4500元/月,https://bj.zu.ke.com/zufang/BJ2403408790059237376.html
整租·晓月新城 1室1厅 东/北,晓月新城,3700元/月,https://bj.zu.ke.com/zufang/BJ2403542105717735424.html
独栋·条玛青年公寓 条玛青年公寓北京劲松二店 温馨户型 开间,条玛青年公寓北京劲松,3900-4500元/月,https://bj.zu.ke.com/apartment/23028.html
整租·建研院 2室1厅 东/南/北,建研院,5000元/月,https://bj.zu.ke.com/zufang/BJ2404368500408713216.html
独栋·条玛青年公寓 条玛青年公寓北京花卉创意园店 优选户型 开间,条玛青年公寓北京花卉创意园,2500-3600元/月,https://bj.zu.ke.com/apartment/23092.html
整租·世嘉丽晶 1室1厅 南,世嘉丽晶,3800元/月,https://bj.zu.ke.com/zufang/BJ2403499289793282048.html
整租·电建北院 2室1厅 南,电建北院,4700元/月,https://bj.zu.ke.com/zufang/BJ2404138368234962944.html
整租·中门寺南坡小区 1室1厅 南,中门寺南坡小区,2500元/月,https://bj.zu.ke.com/zufang/BJ2403487193999089664.html
整租·安宁佳园 1室0厅 北,安宁佳园,4500元/月,https://bj.zu.ke.com/zufang/BJ2403605889740447744.html
整租·国瑞熙墅 3室1厅 东/西,国瑞熙墅,3400元/月,https://bj.zu.ke.com/zufang/BJ2403433728073269248.html
整租·皓月苑 1室1厅 南/北,皓月苑,3000元/月,https://bj.zu.ke.com/zufang/BJ2403374185633562624.html
整租·西罗园北路 1室1厅 南,西罗园北路,4500元/月,https://bj.zu.ke.com/zufang/BJ2404971146203643904.html
独栋·窝趣轻社区 窝趣北京高碑店轻社区 拎包入住暖气开间 开间,窝趣北京高碑,2390-2940元/月,https://bj.zu.ke.com/apartment/6272.html
