整租·五机床厂宿舍 2室1厅 南/北,五机床厂宿舍,5000元/月,https://bj.zu.ke.com/zufang/BJ2412271001476792320.html
独栋·朗诗寓 大钟寺店 简约北欧风 开间,大钟寺,4890元/月,https://bj.zu.ke.com/apartment/22090.html
整租·安宁里 1室1厅 东,安宁里,4800元/月,https://bj.zu.ke.com/zufang/BJ2413046131455442944.html
独栋·ZOME己美·严选 北京西北旺地铁站店 极致套房 开间,北京西北旺地铁站,2500元/月,https://bj.zu.ke.com/apartment/22341.html
整租·万树园 1室1厅 北,万树园,5000元/月,https://bj.zu.ke.com/zufang/BJ2412143267656777728.html
独栋·ZOME己美·精选 中关村上地产业园店 雅致套房·带小院 开间,中关村上地产业园,3900元/月,https://bj.zu.ke.com/apartment/15834.html
整租·育新花园 1室1厅 南,育新花园,5000元/月,https://bj.zu.ke.com/zufang/BJ2412293411811377152.html
整租·六里屯二区 1室0厅 东,六里屯二区,4300元/月,https://bj.zu.ke.com/zufang/BJ2412785229287653376.html
整租·农业职业学院家属院 1室1厅 南,农业职业学院家属院,3500元/月,https://bj.zu.ke.com/zufang/BJ2412257476566327296.html
整租·常秀家园 2室1厅 南/北,常秀家园,5000元/月,https://bj.zu.ke.com/zufang/BJ2411399533553786880.html
整租·永泰东里 2室1厅 南/北,永泰东里,4700元/月,https://bj.zu.ke.com/zufang/BJ2411390362104381440.html
独栋·ZOME己美·严选 北京屯佃地铁站二店 精致套房 开间,北京屯佃地铁站,1480元/月,https://bj.zu.ke.com/apartment/19582.html
整租·SOCO公社 1房间 南,SOCO公社,4900元/月,https://bj.zu.ke.com/zufang/BJ2411631611943583744.html
独栋·ZOME己美·严选 北京西北旺地铁站店 精致套房 开间,北京西北旺地铁站,2500-3000元/月,https://bj.zu.ke.com/apartment/22341.html
整租·厂洼西街1号院 1室1厅 南,厂洼西街1号院,4800元/月,https://bj.zu.ke.com/zufang/BJ2411355915065769984.html
整租·科育小区 2室1厅 南,科育小区,3500元/月,https://bj.zu.ke.com/zufang/BJ2411363537684537344.html
整租·玉泉路16号院 1室1厅 南,玉泉路16号院,4500元/月,https://bj.zu.ke.com/zufang/BJ2411541343592783872.html
整租·育新花园 1室1厅 南/北,育新花园,4800元/月,https://bj.zu.ke.com/zufang/BJ2410924640915963904.html
整租·颐源居小区 2室1厅 东/北,颐源居小区,4000元/月,https://bj.zu.ke.com/zufang/BJ2410640909159890944.html
整租·田村路甲56号院 1室1厅 南,田村路甲56号院,5000元/月,https://bj.zu.ke.com/zufang/BJ2411434826801348608.html
整租·翠微3号院 1室1厅 东,翠微3号院,5000元/月,https://bj.zu.ke.com/zufang/BJ2411370550199844864.html
